BEGINN_DATUM;BEGINN_UHRZEIT;ZEITZONE_VON;ENDE_DATUM;ENDE_UHRZEIT;ZEITZONE_BIS;GRUND_DER_MASSNAHME;RICHTUNG;MITTLERE_LEISTUNG_MW;MAXIMALE_LEISTUNG_MW;GESAMTE_ARBEIT_MWH;ANWEISENDER_UENB;ANFORDERNDER_UENB;BETROFFENE_ANLAGE;PRIMAERENERGIEART
29.07.2024;08:15;CEST;29.07.2024;10:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;100;100;175;50Hertz;TenneT DE;50H_EDIS_CR_WU;Erneuerbar
29.07.2024;08:45;CEST;29.07.2024;12:15;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;8;8;27;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;50H UW Iven;Erneuerbar
29.07.2024;09:00;CEST;29.07.2024;15:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;73;80;440;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;50H Hamburg Tiefstack GuD;Konventionell
29.07.2024;09:00;CEST;29.07.2024;15:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;39;40;232;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;50H Hamburg Wedel1;Konventionell
29.07.2024;09:00;CEST;29.07.2024;14:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;97;130;485;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;50H OWP Baltic Eagle;Erneuerbar
29.07.2024;09:00;CEST;29.07.2024;16:45;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;102;200;792;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;50H OWP Wikinger;Erneuerbar
29.07.2024;09:00;CEST;29.07.2024;16:45;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;50;66;390;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;50H UW Bertikow;Erneuerbar
29.07.2024;09:00;CEST;29.07.2024;15:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;7;9;42;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;50H UW Putlitz;Erneuerbar
29.07.2024;09:00;CEST;29.07.2024;17:15;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;96;158;788;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;50H OWP Arcadis Ost 1;Erneuerbar
29.07.2024;09:00;CEST;29.07.2024;18:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erh¿hen;294;400;2645;Amprion;TenneT DE;NIEHL-31-GUD;Konventionell
29.07.2024;09:15;CEST;29.07.2024;11:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;50;50;87,5;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Börse;Sonstiges
29.07.2024;09:30;CEST;29.07.2024;16:45;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;127;200;920;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;50H OWP Arkona;Erneuerbar
29.07.2024;10:00;CEST;29.07.2024;12:15;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;8;9;19;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;50H UW Altentreptow;Erneuerbar
29.07.2024;10:45;CEST;29.07.2024;11:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;16;16;4;50Hertz;TenneT DE;50H UW Bertikow;Erneuerbar
29.07.2024;10:45;CEST;29.07.2024;17:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;200;200;1250;TenneT DE;TenneT DE;EE Bayern;Erneuerbar
29.07.2024;10:45;CEST;29.07.2024;17:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;200;200;1250;TenneT DE;TenneT DE;EE Bayern;Erneuerbar
29.07.2024;11:00;CEST;29.07.2024;14:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;69;106;207;50Hertz;TenneT DE;Börse;Sonstiges
29.07.2024;11:00;CEST;29.07.2024;13:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;65;104;130;50Hertz;TenneT DE;50H OWP Baltic 1+2 Süd MIO;Erneuerbar
29.07.2024;11:00;CEST;29.07.2024;17:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;100;100;600;50Hertz;TenneT DE & APG;50H PV Witznitz;Erneuerbar
29.07.2024;12:00;CEST;29.07.2024;14:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erh¿hen;100;100;200;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;NEURATH_F;Konventionell
29.07.2024;13:00;CEST;29.07.2024;17:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;74;105;296;50Hertz;TenneT DE;50H OWP Wikinger;Erneuerbar
29.07.2024;17:00;CEST;29.07.2024;18:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;30;30;30;50Hertz;TenneT DE;50H Berlin Marzahn;Konventionell
29.07.2024;17:00;CEST;29.07.2024;18:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;35;40;35;50Hertz;TenneT DE;Boxberg (Standort);Konventionell
30.07.2024;04:30;CEST;31.07.2024;00:00;CEST;Probestart (NetzRes);Wirkleistungseinspeisung reduzieren;360;450;7015;Amprion;Amprion;B¿rse;Sonstiges
30.07.2024;04:30;CEST;31.07.2024;00:00;CEST;Probestart (NetzRes);Wirkleistungseinspeisung erh¿hen;360;450;7015;Amprion;Amprion;Netzreservekraftwerk BERGKAMEN_A;Konventionell
30.07.2024;08:45;CEST;30.07.2024;10:15;CEST;Probestart (NetzRes);Wirkleistungseinspeisung reduzieren;31;43;47;Amprion;Amprion;B¿rse;Sonstiges
30.07.2024;08:45;CEST;30.07.2024;10:15;CEST;Probestart (NetzRes);Wirkleistungseinspeisung reduzieren;31;43;47;Amprion;Amprion;B¿rse;Sonstiges
30.07.2024;08:45;CEST;30.07.2024;10:15;CEST;Probestart (NetzRes);Wirkleistungseinspeisung erh¿hen;31;43;47;Amprion;Amprion;Netzreservekraftwerk Darmstadt/GTKW GT11;Konventionell
30.07.2024;08:45;CEST;30.07.2024;10:15;CEST;Probestart (NetzRes);Wirkleistungseinspeisung erh¿hen;31;43;47;Amprion;Amprion;Netzreservekraftwerk Darmstadt/GTKW GT12;Konventionell
30.07.2024;09:00;CEST;30.07.2024;10:00;CEST;Strombedingter Countertrade DE-DK1;Wirkleistungseinspeisung erhöhen;94;94;94;TenneT DE;TenneT DE;Börse;Sonstiges
30.07.2024;09:00;CEST;30.07.2024;18:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;150;162;187;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;Boxberg (Standort);Konventionell
30.07.2024;09:00;CEST;30.07.2024;18:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;129;170;258;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;Jänschwalde (Standort);Konventionell
30.07.2024;09:00;CEST;30.07.2024;18:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erh¿hen;245;310;2208;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;STUMMHAFEN_10;Konventionell
30.07.2024;10:00;CEST;30.07.2024;13:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;5;7;14;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;50H OWP Arkona;Erneuerbar
30.07.2024;10:00;CEST;30.07.2024;17:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;227;299;1588;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;50H PV Witznitz;Erneuerbar
30.07.2024;10:00;CEST;30.07.2024;13:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;5;9;16;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;50H OWP Baltic Eagle;Erneuerbar
30.07.2024;10:00;CEST;30.07.2024;12:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;6;9;12;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;50H OWP Wikinger;Erneuerbar
30.07.2024;10:00;CEST;30.07.2024;12:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;7;9;14;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;50H OWP Arcadis Ost 1;Erneuerbar
30.07.2024;10:00;CEST;30.07.2024;13:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;5;5;14;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;50H UW Putlitz;Erneuerbar
30.07.2024;11:00;CEST;30.07.2024;16:15;CEST;Strom- und Spannungsbedingter RD;Wirkleistungseinspeisung reduzieren;47,75;166;95,5;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Börse;Sonstiges
30.07.2024;11:45;CEST;30.07.2024;14:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;250;250;562;50Hertz;TenneT DE;50H_AVA_CR_STW;Erneuerbar
30.07.2024;11:45;CEST;30.07.2024;13:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;50;50;62;50Hertz;TenneT DE;50H_EDIS_CR_WU;Erneuerbar
30.07.2024;11:45;CEST;30.07.2024;13:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;139;141;173;50Hertz;TenneT DE;50H_AVA_CR_FOE;Erneuerbar
30.07.2024;11:45;CEST;30.07.2024;13:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;320;322;400;50Hertz;TenneT DE;50H_AVA_CR_WOL;Erneuerbar
30.07.2024;12:15;CEST;30.07.2024;14:30;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;60;60;135;50Hertz;50Hertz;50H_WEMA_CR_GOE;Erneuerbar
30.07.2024;12:45;CEST;30.07.2024;14:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;66;73;83;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;50H Berlin Marzahn;Konventionell
30.07.2024;12:45;CEST;30.07.2024;14:15;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erh¿hen;60;70;90;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;NIEDERAUSSEM_G;Konventionell
30.07.2024;13:00;CEST;30.07.2024;14:00;CEST;Strom- und Spannungsbedingter RD;Wirkleistungseinspeisung erhöhen;2;2;2;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Börse;Sonstiges
30.07.2024;14:00;CEST;30.07.2024;14:15;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;1;1;0;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;50H OWP Baltic Eagle;Erneuerbar
30.07.2024;14:00;CEST;30.07.2024;14:15;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;8;8;2;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;50H OWP Arkona;Erneuerbar
30.07.2024;14:00;CEST;30.07.2024;14:15;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;5;5;1;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;50H UW Putlitz;Erneuerbar
30.07.2024;14:00;CEST;30.07.2024;14:15;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;8;8;2;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;50H OWP Wikinger;Erneuerbar
30.07.2024;14:00;CEST;30.07.2024;14:15;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;12;12;3;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;50H UW Bertikow;Erneuerbar
30.07.2024;14:00;CEST;30.07.2024;14:15;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;6;6;2;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;50H OWP Arcadis Ost 1;Erneuerbar
30.07.2024;17:00;CEST;30.07.2024;19:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;20;20;40;50Hertz;50Hertz;Börse;Sonstiges
30.07.2024;17:00;CEST;30.07.2024;19:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;20;20;40;50Hertz;50Hertz;50H InfraLeuna IKW;Konventionell
30.07.2024;17:45;CEST;30.07.2024;18:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;40;40;10;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;B¿rse;Sonstiges
31.07.2024;05:00;CEST;01.08.2024;00:00;CEST;Probestart (NetzRes);Wirkleistungseinspeisung reduzieren;394;450;7490;Amprion;Amprion;B¿rse;Sonstiges
31.07.2024;05:00;CEST;01.08.2024;00:00;CEST;Probestart (NetzRes);Wirkleistungseinspeisung erh¿hen;394;450;7490;Amprion;Amprion;Netzreservekraftwerk BERGKAMEN_A;Konventionell
31.07.2024;06:45;CEST;31.07.2024;16:00;CEST;Probestart (NetzRes);Wirkleistungseinspeisung erhöhen;111,89;324;1035;TransnetBW;TransnetBW;Reservekraftwerk Rheinhafen-Dampfkraftwerk Karlsruhe Block 4;Konventionell
31.07.2024;06:45;CEST;31.07.2024;16:00;CEST;Probestart (NetzRes);Wirkleistungseinspeisung reduzieren;111,89;324;1035;TransnetBW;TransnetBW;Börse;Sonstiges
31.07.2024;07:00;CEST;31.07.2024;08:00;CEST;Testfahrt (KapRes);Wirkleistungseinspeisung erhöhen;37,5;50;37,5;TenneT DE;TenneT DE;Emden 4 GT (KapRes);Konventionell
31.07.2024;07:00;CEST;31.07.2024;08:00;CEST;Testfahrt (KapRes);Wirkleistungseinspeisung reduzieren;37,5;50;37,5;TenneT DE;TenneT DE;Wilhelmshaven (ENGIE);Konventionell
31.07.2024;08:00;CEST;31.07.2024;10:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;149,38;200;298,75;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Wilhelmshaven (ENGIE);Konventionell
31.07.2024;08:00;CEST;31.07.2024;15:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;94;429;655;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;Schkopau;Konventionell
31.07.2024;08:00;CEST;31.07.2024;10:30;CEST;Strom- und Spannungsbedingter RD;Wirkleistungseinspeisung reduzieren;69,4;196;86,75;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Börse;Sonstiges
31.07.2024;08:30;CEST;31.07.2024;10:15;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;170,57;199;298,5;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Wilhelmshaven (ENGIE);Konventionell
31.07.2024;09:00;CEST;31.07.2024;10:30;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;220,17;284;330,25;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Irsching 4;Konventionell
31.07.2024;09:00;CEST;31.07.2024;10:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;120;120;120;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;Jänschwalde (Standort);Konventionell
31.07.2024;09:00;CEST;31.07.2024;10:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;79;79;79;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;Schwarze Pumpe (Standort);Konventionell
31.07.2024;10:00;CEST;31.07.2024;13:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;65,33;76;196;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Frankfurt West 4;Konventionell
31.07.2024;10:00;CEST;31.07.2024;15:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;218;342;1092;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;50H PV Witznitz;Erneuerbar
31.07.2024;10:00;CEST;31.07.2024;15:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;20;20;100;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;Jänschwalde (Standort);Konventionell
31.07.2024;10:30;CEST;31.07.2024;11:00;CEST;Strom- und Spannungsbedingter RD;Wirkleistungseinspeisung erhöhen;5;5;2,5;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Börse;Sonstiges
31.07.2024;10:45;CEST;31.07.2024;17:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;200;200;1250;TenneT DE;TenneT DE & APG;EE Bayern;Erneuerbar
31.07.2024;10:45;CEST;31.07.2024;17:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;150;150;937,5;TenneT DE;TenneT DE & APG;EE Bayern;Erneuerbar
31.07.2024;11:00;CEST;31.07.2024;12:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;15;15;15;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Niederrad 1;Konventionell
31.07.2024;12:45;CEST;31.07.2024;17:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;50;50;212,5;TenneT DE;TenneT DE;EE Bayern;Erneuerbar
31.07.2024;12:45;CEST;31.07.2024;17:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;50;50;212,5;TenneT DE;TenneT DE;EE Bayern;Erneuerbar
31.07.2024;13:00;CEST;31.07.2024;14:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;8;10;8;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;50H OWP Arkona;Erneuerbar
31.07.2024;13:00;CEST;31.07.2024;14:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;19;19;19;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;50H OWP Wikinger;Erneuerbar
31.07.2024;13:00;CEST;31.07.2024;15:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;10;10;20;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;Schkopau;Konventionell
31.07.2024;15:00;CEST;31.07.2024;17:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;100;100;200;50Hertz;TenneT DE & APG;50H PV Witznitz;Erneuerbar
31.07.2024;16:45;CEST;31.07.2024;17:00;CEST;Strombedingter Countertrade DE-DK2;Wirkleistungseinspeisung erhöhen;10;10;2;50Hertz;50Hertz;Börse;Sonstiges
01.08.2024;09:00;CEST;01.08.2024;11:00;CEST;Funktionstest (KapRes);Wirkleistungseinspeisung erhöhen;37,5;50;75;TenneT DE;TenneT DE;Emden 4 GT (KapRes);Konventionell
01.08.2024;09:00;CEST;01.08.2024;11:00;CEST;Funktionstest (KapRes);Wirkleistungseinspeisung reduzieren;20;35;39;50Hertz;TenneT DE;Lippendorf VE;Konventionell
01.08.2024;09:00;CEST;01.08.2024;11:00;CEST;Funktionstest (KapRes);Wirkleistungseinspeisung reduzieren;18;21;36;TenneT DE;TenneT DE;Niederrad 1;Konventionell
01.08.2024;09:30;CEST;01.08.2024;23:45;CEST;Probestart (NetzRes);Wirkleistungseinspeisung erhöhen;344,04;600;4902,5;TenneT DE;TenneT DE;ReserveKW Heyden;Konventionell
01.08.2024;09:30;CEST;01.08.2024;23:45;CEST;Probestart (NetzRes);Wirkleistungseinspeisung reduzieren;323,21;600;4282,5;TenneT DE;TenneT DE;Börse;Sonstiges
01.08.2024;11:30;CEST;01.08.2024;13:30;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;57;57;114;TenneT DE;TenneT DE;Erzhausen 4;Erneuerbar
01.08.2024;11:30;CEST;01.08.2024;13:30;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;57;57;114;TenneT DE;TenneT DE;Erzhausen 2;Erneuerbar
01.08.2024;11:30;CEST;01.08.2024;13:30;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;57;57;114;TenneT DE;TenneT DE;Erzhausen 3;Erneuerbar
01.08.2024;11:30;CEST;01.08.2024;13:30;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;171;171;342;TenneT DE;TenneT DE;Börse;Sonstiges
01.08.2024;12:00;CEST;01.08.2024;16:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;250;250;1000;TenneT DE;TenneT DE;EE Bayern;Erneuerbar
01.08.2024;18:00;CEST;01.08.2024;19:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;39;39;39;TenneT DE;APG;SW München KW-Pool;Konventionell
01.08.2024;18:00;CEST;01.08.2024;19:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;60;60;60;TenneT DE;APG;Leitzach Pool;Erneuerbar
01.08.2024;18:00;CEST;01.08.2024;19:00;CEST;Strom- und Spannungsbedingter RD;Wirkleistungseinspeisung erhöhen;67,25;141;67,25;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Börse;Sonstiges
01.08.2024;18:15;CEST;01.08.2024;18:30;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;55;55;13,75;TenneT DE;APG;Erzhausen 2;Erneuerbar
02.08.2024;10:00;CEST;02.08.2024;12:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;292,5;355;585;TransnetBW;swissgrid;Vorarlberger Ilwerke;Erneuerbar
02.08.2024;10:00;CEST;02.08.2024;12:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;107,5;160;215;TransnetBW;swissgrid;Heizkraftwerk Altbach/Deizisau Block 2;Konventionell
02.08.2024;12:00;CEST;02.08.2024;13:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;300;300;300;50Hertz;TenneT DE;Boxberg (Standort);Konventionell
02.08.2024;13:00;CEST;02.08.2024;16:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;137;147;410;50Hertz;TenneT DE;50H PV Witznitz;Erneuerbar
02.08.2024;13:00;CEST;02.08.2024;16:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;2;4;8;50Hertz;TenneT DE;50H OWP Arcadis Ost 1;Erneuerbar
02.08.2024;13:00;CEST;02.08.2024;16:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;2;2;6;50Hertz;TenneT DE;50H UW Bertikow;Erneuerbar
02.08.2024;13:00;CEST;02.08.2024;16:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;2;2;6;50Hertz;TenneT DE;50H UW Putlitz;Erneuerbar
02.08.2024;13:00;CEST;02.08.2024;16:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;197;265;592;Amprion;TenneT DE;NEURATH_F;Konventionell
02.08.2024;13:00;CEST;02.08.2024;16:00;CEST;Strom- und Spannungsbedingter RD;Wirkleistungseinspeisung reduzieren;99,67;183;74,75;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Börse;Sonstiges
02.08.2024;14:00;CEST;02.08.2024;16:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;2;4;4;50Hertz;TenneT DE;50H OWP Baltic Eagle;Erneuerbar
02.08.2024;15:00;CEST;02.08.2024;15:15;CEST;Strom- und Spannungsbedingter RD;Wirkleistungseinspeisung erhöhen;2;2;0,5;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Börse;Sonstiges
02.08.2024;15:45;CEST;02.08.2024;16:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;2;2;0;50Hertz;TenneT DE;50H UW Schönewalde;Erneuerbar
03.08.2024;01:45;CEST;03.08.2024;07:30;CEST;Spannungsbedingter Redispatch;Wirkleistungseinspeisung erhöhen;231,52;250;1331,25;TenneT DE;TenneT DE;Irsching 5;Konventionell
03.08.2024;02:00;CEST;03.08.2024;07:30;CEST;Spannungsbedingter Redispatch;Wirkleistungseinspeisung reduzieren;236,36;250;1300;TenneT DE;TenneT DE;Börse;Sonstiges
04.08.2024;01:30;CEST;04.08.2024;09:30;CEST;Spannungsbedingter Redispatch;Wirkleistungseinspeisung erhöhen;235,31;250;1882,5;TenneT DE;TenneT DE;Irsching 5;Konventionell
04.08.2024;01:30;CEST;04.08.2024;09:30;CEST;Spannungsbedingter Redispatch;Wirkleistungseinspeisung reduzieren;235,31;250;1882,5;TenneT DE;TenneT DE;Börse;Sonstiges
04.08.2024;11:00;CEST;04.08.2024;16:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;1;1;5;TenneT DE;TenneT DE;Börse;Sonstiges
04.08.2024;11:00;CEST;04.08.2024;16:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;1;1;5;TenneT DE;TenneT DE;OWP UW Büttel;Erneuerbar
04.08.2024;14:15;CEST;04.08.2024;17:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;115,54;171,75;317,74;TenneT DE;TenneT DE;AVA Cluster Stadorf;Erneuerbar
04.08.2024;14:30;CEST;04.08.2024;16:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;75;90;112;50Hertz;50Hertz;50H_WEMA_CR_GOE;Erneuerbar
04.08.2024;15:00;CEST;04.08.2024;18:15;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;96,15;150;312,5;TenneT DE;TenneT DE;AVA Cluster Helmstedt;Erneuerbar
04.08.2024;17:00;CEST;04.08.2024;19:00;CEST;Strombedingter Countertrade DE-DK1;Wirkleistungseinspeisung erhöhen;870;980;1740;TenneT DE;TenneT DE;Börse;Sonstiges
04.08.2024;22:45;CEST;05.08.2024;00:00;CEST;Strombedingter Countertrade DE-DK2;Wirkleistungseinspeisung erhöhen;33;72;41;50Hertz;50Hertz;Börse;Sonstiges
05.08.2024;00:00;CEST;05.08.2024;04:30;CEST;Strombedingter Countertrade DE-DK2;Wirkleistungseinspeisung erhöhen;18;33;69;50Hertz;50Hertz;Börse;Sonstiges
05.08.2024;13:15;CEST;05.08.2024;17:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;150;150;562,5;TenneT DE;TenneT DE;EE Bayern;Erneuerbar
05.08.2024;13:15;CEST;05.08.2024;17:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;150;150;562,5;TenneT DE;TenneT DE;EE Bayern;Erneuerbar
05.08.2024;15:00;CEST;06.08.2024;00:00;CEST;Probestart (NetzRes);Wirkleistungseinspeisung erhöhen;71,94;100;647,5;TransnetBW;TransnetBW;Grosskraftwerk Mannheim Block 6;Konventionell
05.08.2024;15:00;CEST;06.08.2024;00:00;CEST;Probestart (NetzRes);Wirkleistungseinspeisung reduzieren;71,94;100;647,5;TransnetBW;TransnetBW;Börse;Sonstiges
06.08.2024;00:00;CEST;06.08.2024;12:30;CEST;Probestart (NetzRes);Wirkleistungseinspeisung erhöhen;100,6;130;1257,5;TransnetBW;TransnetBW;Grosskraftwerk Mannheim Block 6;Konventionell
06.08.2024;00:00;CEST;06.08.2024;12:30;CEST;Probestart (NetzRes);Wirkleistungseinspeisung reduzieren;109,3;155;1366,25;TransnetBW;TransnetBW;Börse;Sonstiges
06.08.2024;04:00;CEST;06.08.2024;10:00;CEST;Probestart (NetzRes);Wirkleistungseinspeisung erhöhen;14,17;20;85;TransnetBW;TransnetBW;Grosskraftwerk Mannheim Block 7;Konventionell
